Application Status,Merit Score,Admission Test,Admission Test 2,ssc_obtained,Terminal Degree,Offered
Application Fee Received,68.055,57,0,754,779,No
Application Fee Received,48.364,36,0,729,566,No
Application Fee Received,47.382,50,0,640,514,No
Application Fee Received,63.545,49,0,806,739,No
Application Fee Received,63.473,49,0,670,738,No
Application Fee Received,63.655,43,0,714,757,No
Application Fee Received,57.273,50,0,508,650,No
Application Fee Received,49.564,50,0,573,544,No
Application Fee Received,57.291,49,0,678,653,No
Application Fee Received,50.327,24,0,773,641,No
Application Fee Received,53.527,52,0,767,593,No
Application Fee Received,63.582,43,0,837,756,No
Application Fee Received,68.854,53,0,552,800,No
Application Fee Received,79.945,71,0,966,909,Yes
Application Fee Received,59.236,46,0,761,688,No
Application Fee Received,54.436,42,0,735,633,No
Admission Fee Challan Printed,74.164,53,29,917,874,Yes
Application Fee Received,65.709,58,0,924,744,No
Application Fee Received,58.945,50,0,679,673,No
Application Fee Received,70.855,59,0,921,812,No
Application Fee Received,55.533,0,0,583,763,No
Application Fee Received,58.891,53,0,756,664,No
Admission Fee Challan Received,72.582,48,0,928,871,Yes
Application Fee Received,57.745,0,0,762,794,No
Application Fee Received,62.655,50,0,651,724,No
Application Fee Received,59.018,54,0,662,663,No
Application Fee Received,58.218,54,0,823,652,No
Application Fee Received,65.345,54,0,744,750,No
Application Fee Received,60.2,49,0,750,693,No
Application Fee Received,60.418,57,0,873,674,No
Application Fee Received,70.806,52,0,857,835,No
Application Fee Received,68.855,77,23,924,740,No
Application Fee Received,61.836,51,7,847,710,No
Application Fee Received,68.854,53,0,552,800,No
Application Fee Received,52.273,57,0,637,562,No
Admission Fee Challan Received,72.582,48,0,928,871,Yes
Application Fee Received,60.178,58,0,821,672,No
Application Fee Received,69.782,58,0,838,822,No
Application Fee Received,54.436,42,0,735,633,No
Application Fee Received,65.927,58,0,813,747,No
Application Fee Received,58.236,53,0,736,660,No
Application Fee Received,56.091,47,0,800,642,No
Admission Fee Challan Received,0,0,0,631,819,No
Admission Fee Challan Received,0,48,0,861,797,No
Application Fee Received,75.575,52,0,847,901,No
Application Fee Received,67.529,51,0,762,793,No
Application Fee Received,62.306,19,19,839,808,No
Application Fee Received,67.745,50,0,734,799,No
Application Fee Received,55.6,50,0,672,642,No
Application Fee Received,75.575,52,0,847,901,No
Application Fee Received,66.218,58,0,570,751,No
Application Fee Received,60.804,55,0,814,668,No
Application Fee Received,48.036,42,0,639,525,No
Application Fee Received,72.112,47,0,563,867,No
Application Fee Received,66.673,49,0,817,782,No
Application Fee Received,60.727,52,0,591,692,No
Application Fee Received,66.091,57,0,944,752,No
Application Fee Received,58.582,42,0,843,690,No
Application Fee Received,50.782,27,0,690,624,No
Application Fee Received,70.764,60,0,858,808,No
Application Fee Received,60.127,53,0,630,686,No
Admission Fee Challan Received,50.873,50,0,676,562,No
Application Fee Received,65.127,54,0,692,747,No
Application Fee Received,52.164,47,0,662,588,No
Application Fee Received,62.418,51,0,814,718,No
Application Fee Received,74.036,60,0,817,853,Yes
Application Fee Received,64.945,30,30,818,809,No
Application Fee Received,52.564,49,0,670,588,No
Application Fee Received,73.127,50,0,838,868,Yes
Application Fee Received,54.618,40,20,900,641,No
Application Fee Received,65.309,64,0,861,722,No
Application Fee Received,54.436,50,0,603,611,No
Application Fee Received,67.745,50,0,734,799,No
Application Fee Received,59.2,48,0,721,682,No
Application Fee Received,60,52,0,735,682,No
Application Fee Received,61.418,54,0,547,696,No
Application Fee Received,65.747,51,0,735,773,No
Application Fee Received,58.145,58,0,859,640,No
Application Fee Received,69.345,54,0,635,805,No
Application Fee Received,67.062,49,0,606,792,No
Admission Fee Challan Received,71.855,52,0,857,845,Yes
Application Fee Received,83.255,61,0,873,977,Yes
Application Fee Received,69.418,50,0,861,817,No
Application Fee Received,55.145,43,0,804,640,No
Application Fee Received,54.509,58,0,751,595,No
Application Fee Received,62.073,46,0,802,727,No
Application Fee Received,65.291,49,0,653,763,No
Application Fee Received,52.545,50,0,558,585,No
Application Fee Received,60.018,47,0,747,701,No
Application Fee Received,53.236,52,0,684,589,No
Application Fee Received,58.2,43,0,779,682,No
Application Fee Received,61.782,46,0,479,723,No
Application Fee Received,63.692,49,0,600,761,No
Application Fee Received,67.636,64,0,845,754,No
Application Fee Received,63.345,60,0,722,711,No
Application Fee Received,69.218,57,0,664,795,No
Application Fee Received,57.782,50,0,768,657,No
Application Fee Received,56.236,51,0,706,633,No
Application Fee Received,65.291,53,0,765,752,No
Application Fee Received,64.733,50,0,694,752,No
Application Fee Received,68.036,50,0,840,798,No
Application Fee Received,54.745,49,0,691,618,No
Application Fee Received,64.255,46,0,750,757,No
Application Fee Received,53.655,49,0,527,603,No
Application Fee Received,61.855,54,0,676,702,No
Application Fee Received,70.036,52,0,811,820,No
Application Fee Received,61.914,15,15,843,808,No
Application Fee Received,48.436,0,0,632,666,No
Application Fee Received,60.811,42,0,584,725,No
Application Fee Received,61.364,45,0,837,720,No
Admission Fee Challan Received,46.182,44,0,648,514,No
Application Fee Received,61.055,50,0,651,702,No
Application Fee Received,55.673,50,0,622,633,No
Application Fee Received,54,46,13,757,596,No
Application Fee Received,57.236,0,0,765,787,No
Application Fee Received,53.836,47,0,752,591,No
Application Fee Received,52.036,46,0,756,589,No
Application Fee Received,71.236,50,0,823,842,No
Application Fee Received,55.091,58,0,670,598,No
Application Fee Received,60.364,52,0,733,672,No
Application Fee Received,61.018,46,0,545,564,No
Application Fee Received,59.836,49,0,590,668,No
Application Fee Received,71.782,48,0,712,855,Yes
Application Fee Received,46.036,0,0,811,633,No
Application Fee Received,70.282,42,0,574,850,No
Application Fee Received,61.782,50,0,708,712,No
Application Fee Received,83.091,50,0,975,1005,Yes
Application Fee Received,66.145,50,0,840,772,No
Application Fee Received,76.891,71,0,838,867,Yes
Application Fee Received,65.836,51,0,673,765,No
Application Fee Received,82.036,56,20,880,974,Yes
Application Fee Received,56.255,50,0,739,636,No
Application Fee Received,44.545,38,0,477,508,No
Application Fee Received,64.359,59,0,883,727,No
Admission Fee Challan Printed,73.276,54,0,620,859,Yes
Application Fee Received,62.345,47,0,608,733,No
Application Fee Received,63.338,46,0,610,749,No
Application Fee Received,66.122,53,0,630,768,No
Application Fee Received,73.418,82,0,783,784,Yes
Application Fee Received,78.818,57,0,980,927,Yes
Application Fee Received,74.564,63,20,821,852,Yes
Application Fee Received,58.2,43,0,644,682,No
Application Fee Received,68.177,53,0,796,791,No
Application Fee Received,51.636,44,0,801,579,No
Application Fee Received,62.145,50,0,703,717,No
Application Fee Received,64.927,57,0,801,736,No
Application Fee Received,55.109,57,0,817,601,No
Application Fee Received,67.255,61,0,866,757,No
Application Fee Received,67.636,40,0,852,820,No
Application Fee Received,63.782,48,0,780,745,No
Admission Fee Challan Received,71.473,53,0,775,837,Yes
Application Fee Received,65.2,54,0,785,748,No
Application Fee Received,60,44,0,662,704,No
Application Fee Received,62.345,59,0,795,675,No
Application Fee Received,45.855,54,0,469,482,No
Application Fee Received,64.032,21,21,803,822,No
Application Fee Received,51.691,45,0,686,587,No
Application Fee Received,59.273,44,0,791,674,No
Application Fee Received,73.118,34,27,780,916,No
Application Fee Received,62.313,49,0,529,667,No
Application Fee Received,58.764,0,0,686,808,No
Application Fee Received,73.273,50,0,869,870,Yes
Application Fee Received,64.309,59,0,861,722,No
Application Fee Received,54.545,36,0,817,750,No
Admission Fee Challan Received,73.109,63,0,773,832,Yes
Admission Fee Challan Received,71.745,66,0,678,805,Yes
Application Fee Received,66.514,38,38,894,808,No
Application Fee Received,62.306,19,19,839,808,No
Application Fee Received,20.8,0,0,832,291,No
Application Fee Received,62.018,53,0,794,707,No
Application Fee Received,65.455,48,0,867,768,No
Application Fee Received,71.818,50,0,777,830,Yes
Application Fee Received,60.836,46,0,564,710,No
Application Fee Received,54.055,47,0,682,614,No
Application Fee Received,54.545,52,0,823,607,No
Admission Fee Challan Received,72.436,64,28,776,825,Yes
Application Fee Received,64.723,53,0,676,728,No
Application Fee Received,71.491,56,0,799,829,No
Application Fee Received,53.273,50,0,861,600,No
Application Fee Received,47.709,30,0,836,656,No
Application Fee Received,46.709,47,0,691,513,No
Application Fee Received,55.982,57,0,671,623,No
Application Fee Received,60.291,52,0,705,686,No
Application Fee Received,50.509,50,0,592,562,No
Application Fee Received,52.036,50,0,503,578,No
Application Fee Received,76.055,53,0,769,900,Yes
Application Fee Received,73.073,57,0,789,848,Yes
Admission Fee Challan Printed,74.382,61,0,922,860,Yes
Application Fee Received,67.6,50,0,806,802,No
Application Fee Received,62.891,53,0,677,719,No
Application Fee Received,69.091,44,0,848,829,No
Application Fee Received,61.564,54,0,786,698,No
Application Fee Received,52.636,49,0,652,589,No
Application Fee Received,67.2,48,0,538,792,No
Application Fee Received,59.519,61,0,678,632,No
Application Fee Received,57.418,50,0,864,652,No
Application Fee Received,55.6,50,0,672,642,No
Application Fee Received,71.2,52,0,886,836,No
Application Fee Received,63.218,55,0,905,718,No
Application Fee Received,50.782,35,0,668,602,No
Application Fee Received,69.509,53,0,664,810,No
Application Fee Received,49.818,32,0,714,597,No
Application Fee Received,69.435,48,0,595,822,No
Application Fee Received,65.964,64,0,842,731,No
Application Fee Received,66.527,53,0,703,769,No
Application Fee Received,67.855,48,0,756,801,No
Application Fee Received,44.8,36,0,554,507,No
Application Fee Received,63.691,45,0,815,752,No
Application Fee Received,69.345,50,0,701,816,No
Application Fee Received,71.418,52,0,672,839,No
Application Fee Received,60.703,24,0,612,766,No
Application Fee Received,71.418,43,0,733,707,No
Admission Fee Challan Received,72.692,54,0,667,851,Yes
Application Fee Received,48.655,0,0,572,669,No
Application Fee Received,65.073,53,14,669,749,No
Application Fee Received,55.982,53,0,752,624,No
Application Fee Received,62.764,56,0,837,709,No
Application Fee Received,61.578,51,0,590,706,No
Application Fee Received,54.327,48,0,674,615,No
Application Fee Received,67.529,51,0,762,793,No
Application Fee Received,75.216,58,0,816,857,Yes
Application Fee Received,56.764,50,0,653,643,No
Application Fee Received,71.2,56,0,833,830,No
Application Fee Received,57.909,43,0,891,678,No
Application Fee Received,50.127,43,0,843,571,No
Application Fee Received,62.764,56,0,775,709,No
Application Fee Received,67.127,48,0,871,791,No
Admission Fee Challan Printed,80.018,59,0,952,938,Yes
Application Fee Received,59.545,57,0,718,662,No
Application Fee Received,64.359,59,0,883,727,No
Application Fee Received,44.8,36,0,554,507,No
Application Fee Received,64.723,53,0,676,728,No
Application Fee Received,69.435,48,0,595,822,No
Application Fee Received,52.636,49,0,652,589,No
Application Fee Received,68.177,53,0,796,791,No
Application Fee Received,59.818,54,0,806,674,No
Application Fee Received,67.036,61,0,867,754,No
Admission Fee Challan Printed,0,73,0,940,748,No
Application Fee Received,63.945,51,0,732,744,No
Application Fee Received,67.382,50,0,683,794,No
Application Fee Received,70.382,61,0,591,800,No
Application Fee Received,70.683,52,0,827,833,No
Application Fee Received,65.345,50,0,906,761,No
Application Fee Received,50.436,50,0,822,556,No
Application Fee Received,65.455,52,0,950,757,No
Application Fee Received,60.582,56,0,752,684,No
Application Fee Received,52.455,47,0,560,592,No
Application Fee Received,62.327,56,0,687,703,No
Application Fee Received,70.951,46,0,770,849,No
Application Fee Received,62.509,54,0,722,711,No
Application Fee Received,71.309,50,0,722,843,No
Application Fee Received,72.327,54,0,828,846,Yes
Application Fee Received,0,45,0,539,1067,No
Application Fee Received,65.764,43,12,778,786,No
Application Fee Received,65.418,62,0,611,734,No
Application Fee Received,62.727,50,0,636,730,No
Application Fee Received,65.109,51,0,730,755,No
Application Fee Received,77.917,64,64,840,899,No
Application Fee Received,57.218,45,0,500,663,No
Application Fee Received,67.127,64,0,883,747,No
Application Fee Received,68.945,44,13,787,827,No
Application Fee Received,69.102,59,0,809,767,No
Application Fee Received,60.727,60,0,672,670,No
Application Fee Received,60.8,48,0,740,704,No
Application Fee Received,58.743,49,0,555,663,No
Application Fee Received,79.673,70,0,918,903,Yes
Application Fee Received,65.109,55,0,790,744,No
Application Fee Received,61,65,0,787,660,No
Application Fee Received,63.473,45,0,720,749,No
Application Fee Received,57.673,0,0,751,793,No
Application Fee Received,61.764,55,0,818,698,No
Application Fee Received,68.709,41,0,865,832,No
Application Fee Received,59.945,47,47,662,700,No
Application Fee Received,58.509,46,0,514,683,No
Application Fee Received,66.236,53,0,765,765,No
Application Fee Received,48.545,50,0,666,535,No
Application Fee Received,47.709,44,0,493,535,No
Application Fee Received,62.503,40,0,560,754,No
Application Fee Received,59.182,41,0,666,701,No
Application Fee Received,68.109,50,0,823,804,No
Application Fee Received,67.426,56,0,746,756,No
Admission Fee Challan Received,75.218,71,0,824,844,Yes
Application Fee Received,59.036,61,0,626,644,No
Application Fee Received,69.873,57,0,885,814,No
Application Fee Received,52.182,50,0,569,580,No
Application Fee Received,63.436,47,0,777,743,No
Application Fee Received,62,54,0,652,704,No
Application Fee Received,69.596,53,0,639,795,No
Application Fee Received,67.673,50,0,656,798,No
Application Fee Received,65.745,52,0,835,761,No
Application Fee Received,52.255,50,0,783,581,No
Application Fee Received,58.909,52,0,602,667,No
Application Fee Received,62.8,50,0,714,731,No
Application Fee Received,51.2,56,0,762,550,No
Admission Fee Challan Received,71.545,61,0,727,816,Yes
Admission Fee Challan Received,72.982,58,0,892,844,Yes
Application Fee Received,60.109,50,0,610,689,No
Application Fee Received,65.982,63,31,771,734,No
Application Fee Received,63.855,0,0,884,878,No
Application Fee Received,60.509,40,0,656,722,No
Application Fee Received,54,46,0,643,616,No
Application Fee Received,61.673,60,0,832,683,No
Application Fee Received,46.945,50,0,661,513,No
Application Fee Received,78.564,55,0,774,929,Yes
Application Fee Received,73.945,57,0,900,860,Yes
Application Fee Received,70.945,58,0,920,796,No
Application Fee Received,63.945,51,0,732,744,No
Application Fee Received,66.006,58,0,835,753,No
Application Fee Received,64.345,53,0,811,739,No
Admission Fee Challan Received,74.501,40,0,652,914,Yes
Application Fee Received,54.036,48,0,680,621,No
Application Fee Received,61.291,41,0,872,730,No
Application Fee Received,59.709,52,0,694,678,No
Application Fee Received,67.382,50,0,683,794,No
Application Fee Received,68.364,52,29,816,797,No
Application Fee Received,67.745,46,28,767,805,No
Application Fee Received,38.109,0,0,581,524,No
Application Fee Received,59.582,47,0,666,690,No
Application Fee Received,56.073,40,0,553,661,No
Application Fee Received,57.073,49,0,814,650,No
Application Fee Received,59.057,0,0,603,797,No
Application Fee Received,62.574,50,0,583,727,No
Application Fee Received,46.273,47,0,605,507,No
Application Fee Received,65.203,45,0,736,772,No
Application Fee Received,71.273,60,0,853,815,No
Application Fee Received,59.145,67,0,561,609,No
Application Fee Received,62.273,47,0,705,727,No
Application Fee Received,56.273,53,0,687,628,No
Application Fee Received,43.055,40,0,674,482,No
Application Fee Received,64.909,50,0,604,755,No
Application Fee Received,56.236,59,0,649,611,No
Application Fee Received,57.055,50,0,585,652,No
Application Fee Received,43.345,0,0,714,596,No
Application Fee Received,64.356,48,0,610,752,No
Application Fee Received,69.002,50,0,791,796,No
Application Fee Received,66.727,46,0,836,791,No
Application Fee Received,87.375,68,0,1002,1019,No
Application Fee Received,46.436,50,0,677,516,No
Application Fee Received,65.4,47,0,847,770,No
Application Fee Received,55.636,44,0,761,644,No
Application Fee Received,70.055,51,0,768,803,No
Application Fee Received,63.036,45,0,782,743,No
Application Fee Received,54.818,57,0,694,597,No
Application Fee Received,62.683,43,0,651,748,No
Application Fee Received,70.855,55,25,803,823,No
Admission Fee Challan Received,52.255,54,0,636,550,No
Application Fee Received,77.917,64,64,840,899,No
Application Fee Received,57.218,45,0,500,663,No
Application Fee Received,55.509,63,0,706,590,No
Application Fee Received,64.236,51,0,656,743,No
Application Fee Received,50.018,29,0,712,608,No
Application Fee Received,55.473,53,0,584,617,No
Application Fee Received,62.945,46,0,855,632,No
Application Fee Received,50.909,52,0,678,557,No
Application Fee Received,50.818,53,0,686,553,No
Application Fee Received,57.927,50,0,588,659,No
Application Fee Received,45.618,35,0,718,531,No
Application Fee Received,64.564,49,0,729,753,No
Application Fee Received,67.018,54,0,576,773,No
Application Fee Received,62.327,44,0,824,736,No
Application Fee Received,60.109,46,0,827,700,No
Application Fee Received,56.341,16,16,697,730,No
Application Fee Received,55.285,57,0,616,586,No
Application Fee Received,62.473,56,28,853,705,No
Application Fee Received,68.364,0,0,886,940,No
Admission Fee Challan Received,72.618,58,0,893,839,Yes
Application Fee Received,67.655,39,0,871,823,No
Application Fee Received,64.291,52,0,762,746,No
Application Fee Received,68.473,46,0,878,815,No
Application Fee Received,59.182,49,0,756,679,No
Application Fee Received,70.618,56,0,860,817,No
Application Fee Received,67.307,49,0,770,795,No
Application Fee Received,45.4,35,0,591,533,No
Application Fee Received,51.345,40,0,599,596,No
Application Fee Received,54.982,48,0,807,624,No
Application Fee Received,60.125,25,0,495,755,No
Application Fee Received,58.618,52,0,643,663,No
Application Fee Received,51.964,50,0,664,577,No
Application Fee Received,64.836,50,0,742,754,No
Application Fee Received,50.982,0,0,745,701,No
Admission Fee Challan Received,73.782,62,0,755,849,Yes
Application Fee Received,43.909,45,0,622,480,No
Application Fee Received,59.818,54,0,806,674,No
Application Fee Received,61.964,48,0,695,720,No
Application Fee Received,57.236,0,0,820,787,No
Application Fee Received,60.327,46,0,640,683,No
Application Fee Received,58.291,46,0,719,655,No
Application Fee Received,64.273,53,0,796,738,No
Application Fee Received,56.345,41,0,830,662,No
Application Fee Received,65.349,31,0,611,823,No
Application Fee Received,63.091,54,0,796,719,No
Application Fee Received,49.545,55,0,596,530,No
Application Fee Received,56.855,33,0,646,691,No
Application Fee Received,61.557,17,17,534,798,No
Application Fee Received,57.818,56,0,604,641,No
Application Fee Received,65.145,49,0,676,761,No
Application Fee Received,55.255,41,0,772,647,No
Application Fee Received,69.2,50,0,798,814,No
Application Fee Received,63.927,0,0,730,879,No
Application Fee Received,46.727,42,0,590,527,No
Application Fee Received,50.655,46,0,619,570,No
Application Fee Received,44.073,0,0,798,611,No
Application Fee Received,68.4,47,0,553,811,No
Application Fee Received,60,56,0,735,671,No
Application Fee Received,59.309,54,0,760,667,No
Application Fee Received,53.291,49,0,577,598,No
Application Fee Received,62.455,57,0,880,702,No
Application Fee Received,47.764,45,0,479,533,No
Application Fee Received,54.382,45,0,671,624,No
Application Fee Received,57.327,43,0,639,670,No
Application Fee Received,67.036,61,0,867,754,No
Application Fee Received,60.345,41,0,672,717,No
Application Fee Received,61.218,53,0,696,696,No
Application Fee Received,62.145,54,0,790,706,No
Application Fee Received,58.444,26,0,619,724,No
Application Fee Received,70.382,61,0,591,800,No
Application Fee Received,58.291,50,6,641,664,No
Application Fee Received,65.164,60,0,814,731,No
Admission Fee Challan Received,71.618,61,0,860,817,Yes
Application Fee Received,62.418,59,0,708,696,No
Application Fee Received,51.455,50,0,625,570,No
Application Fee Received,70.491,47,0,526,840,No
Application Fee Received,87.375,68,0,1002,1019,No
Application Fee Received,50.018,29,0,712,608,No
Application Fee Received,60.582,56,0,752,684,No
Application Fee Received,53.218,73,0,720,536,No
Application Fee Received,69.103,54,0,835,806,No
Application Fee Received,61.733,50,0,554,711,No
Application Fee Received,55.545,49,0,661,629,No
Application Fee Received,63.2,44,0,797,733,No
Application Fee Received,68.636,49,0,662,814,No
Application Fee Received,69.975,54,0,777,818,No
Application Fee Received,68.636,49,0,662,814,No
Application Fee Received,66,50,0,722,770,No
Application Fee Received,70.891,47,47,914,844,No
Application Fee Received,69.764,55,0,835,788,No
Application Fee Received,60.255,50,0,788,671,No
Application Fee Received,71.382,62,0,692,816,No
Application Fee Received,63.388,40,0,509,766,No
Application Fee Received,62.764,36,0,853,764,No
Application Fee Received,69.725,60,0,800,793,No
Application Fee Received,65.127,58,0,701,736,No
Application Fee Received,64.109,50,0,488,744,No
Application Fee Received,63.4,49,0,620,737,No
Application Fee Received,55.6,50,0,546,627,No
Application Fee Received,37.538,50,0,502,378,No
Application Fee Received,57.327,51,0,724,648,No
Application Fee Received,77.818,64,0,846,894,Yes
Application Fee Received,45.527,0,0,734,626,No
Application Fee Received,50.455,45,0,611,570,No
Application Fee Received,61.764,51,0,766,709,No
Application Fee Received,68.927,57,0,836,791,No
Application Fee Received,49.886,19,19,774,633,No
Application Fee Received,54.727,42,0,482,637,No
Application Fee Received,53.855,62,0,695,570,No
Application Fee Received,57.328,41,0,590,695,No
Application Fee Received,72.564,53,27,724,852,Yes
Application Fee Received,67.055,44,0,710,801,No
Application Fee Received,58.127,51,0,649,659,No
Application Fee Received,46.091,37,0,613,532,No
Application Fee Received,38.455,33,0,630,438,No
Application Fee Received,46.182,0,0,697,635,No
Application Fee Received,64.236,47,0,762,754,No
Admission Fee Challan Received,71.636,52,0,664,842,Yes
Application Fee Received,50.909,0,0,792,700,No
Application Fee Received,67.4,57,0,841,770,No
Application Fee Received,60.327,58,0,609,670,No
Application Fee Received,63.2,44,0,777,748,No
Application Fee Received,56.582,52,0,582,635,No
Application Fee Received,62.145,46,0,583,728,No
